As of Date,Facility County,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years
9/21/22,CLINTON,0,0,0,0,4,2,3,4,9
9/21/22,COLUMBIA,0,0,0,0,0,1,1,1,1
9/21/22,CORTLAND,0,0,1,0,0,0,4,2,1
9/21/22,DELAWARE,0,0,0,0,0,1,0,1,0
9/21/22,DUTCHESS,1,1,0,3,2,5,12,15,6
9/21/22,ERIE,0,5,4,12,12,12,17,19,20
9/21/22,ESSEX,0,0,0,0,0,0,0,0,0
9/21/22,FRANKLIN,0,0,0,0,1,1,1,1,1
9/21/22,FULTON,0,0,0,0,0,2,2,2,0
9/21/22,GENESEE,0,0,0,2,1,0,1,1,5
9/21/22,HERKIMER,0,0,0,0,0,1,0,0,0
9/21/22,JEFFERSON,0,0,0,0,2,0,1,4,3
9/21/22,KINGS,0,1,1,30,11,31,36,46,33
9/21/22,LEWIS,0,0,0,0,0,0,1,2,2
9/21/22,LIVINGSTON,0,0,0,1,1,0,0,2,2
9/21/22,MADISON,0,0,0,0,1,0,3,1,0
9/21/22,MONROE,0,2,0,19,9,32,40,44,21
9/21/22,MONTGOMERY,0,0,0,1,0,0,0,2,2
9/21/22,NASSAU,2,0,4,15,11,28,52,53,56
9/21/22,NEW YORK,4,3,6,42,23,50,51,55,34
9/21/22,NIAGARA,0,0,0,1,0,1,3,3,1
9/21/22,ONEIDA,0,0,0,1,1,5,6,10,7
9/21/22,ONONDAGA,2,1,0,7,5,10,14,16,15
9/21/22,ONTARIO,0,0,0,0,2,4,2,2,2
9/21/22,ORANGE,0,0,3,7,4,6,15,12,7
9/21/22,ORLEANS,0,0,0,0,1,0,1,0,0
9/21/22,OSWEGO,0,0,0,0,0,2,0,0,0
9/21/22,OTSEGO,0,0,0,0,1,0,2,3,2
9/21/22,PUTNAM,0,0,0,0,0,1,0,1,2
9/21/22,QUEENS,0,3,5,23,10,23,32,47,49
9/21/22,RENSSELAER,0,0,0,1,1,1,0,5,2
9/21/22,RICHMOND,0,0,0,5,8,9,13,10,13
9/21/22,ROCKLAND,0,0,0,3,1,3,3,8,6
9/21/22,SARATOGA,0,0,1,1,1,1,5,7,1
9/21/22,SCHENECTADY,0,0,0,0,0,3,2,4,3
9/21/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/21/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/21/22,ST.LAWRENCE,0,0,0,1,0,0,0,3,0
9/21/22,STEUBEN,0,0,0,0,0,1,2,3,6
9/21/22,SUFFOLK,0,1,2,23,12,25,25,59,40
9/21/22,SULLIVAN,0,0,0,3,0,0,0,1,0
9/21/22,TOMPKINS,0,0,0,2,1,0,2,0,1
9/21/22,ULSTER,0,0,0,1,0,0,2,2,1
9/21/22,WARREN,0,0,0,0,2,5,2,2,6
9/21/22,WAYNE,0,0,0,0,1,0,3,1,1
9/21/22,WESTCHESTER,2,0,0,17,7,13,20,37,20
9/21/22,WYOMING,0,0,0,0,0,0,0,0,0
9/21/22,YATES,0,0,0,0,0,0,0,0,1
9/22/22,ALBANY,1,2,2,14,2,6,11,10,16
9/22/22,ALLEGANY,0,0,0,1,1,1,0,3,0
9/22/22,BRONX,0,3,4,23,9,22,19,24,10
9/22/22,BROOME,0,0,0,3,1,6,5,18,8
9/22/22,CATTARAUGUS,0,0,0,1,2,1,2,4,3
9/22/22,CAYUGA,0,0,0,1,0,1,1,0,0
9/22/22,CHAUTAUQUA,0,0,0,0,0,0,3,4,0
9/22/22,CHEMUNG,0,0,0,0,1,3,3,1,4
9/22/22,CHENANGO,0,0,0,0,0,0,1,1,0
9/22/22,CLINTON,0,0,0,1,4,2,3,5,10
9/22/22,COLUMBIA,0,0,0,0,1,3,0,1,0
9/22/22,CORTLAND,0,0,1,0,1,0,4,2,1
9/22/22,DELAWARE,0,0,0,0,0,1,0,1,0
9/22/22,DUTCHESS,1,0,0,2,1,6,15,12,9
9/22/22,ERIE,1,3,6,16,10,13,19,16,22
9/22/22,ESSEX,0,0,0,0,0,0,0,0,0
9/22/22,FRANKLIN,0,0,0,0,1,1,1,1,1
9/22/22,FULTON,0,0,0,0,0,0,1,3,0
9/22/22,GENESEE,0,0,0,1,1,0,1,1,4
9/22/22,HERKIMER,0,0,0,0,0,1,0,0,1
9/22/22,JEFFERSON,0,0,0,0,2,0,2,6,3
9/22/22,KINGS,1,0,1,32,14,27,33,50,35
9/22/22,LEWIS,0,0,0,0,0,0,1,1,1
9/22/22,LIVINGSTON,0,0,0,1,1,0,0,2,2
9/22/22,MADISON,0,0,0,0,1,0,2,0,0
9/22/22,MONROE,0,2,1,16,7,32,44,44,26
9/22/22,MONTGOMERY,0,0,0,0,0,0,1,2,2
9/22/22,NASSAU,2,2,2,14,12,22,56,54,63
9/22/22,NEW YORK,2,1,6,46,20,55,43,52,32
9/22/22,NIAGARA,0,0,0,1,0,0,2,3,2
9/22/22,ONEIDA,0,0,1,3,1,4,6,9,6
9/22/22,ONONDAGA,1,1,2,8,6,10,12,19,16
9/22/22,ONTARIO,0,0,0,0,2,3,1,3,0
9/22/22,ORANGE,0,0,3,4,4,9,16,10,7
9/22/22,ORLEANS,0,0,0,0,1,0,1,0,0
9/22/22,OSWEGO,0,0,0,0,0,2,1,0,0
9/22/22,OTSEGO,0,0,0,0,1,1,3,4,2
9/22/22,PUTNAM,0,0,0,0,0,1,0,1,1
9/22/22,QUEENS,1,3,7,21,11,26,36,55,47
9/22/22,RENSSELAER,0,0,0,0,2,0,1,5,2
9/22/22,RICHMOND,0,1,0,5,6,10,13,8,12
9/22/22,ROCKLAND,0,0,0,2,1,2,3,5,5
9/22/22,SARATOGA,0,0,0,1,2,1,3,7,1
9/22/22,SCHENECTADY,0,0,0,0,0,3,2,2,3
9/22/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/22/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/22/22,ST.LAWRENCE,0,0,0,0,0,0,0,6,0
9/22/22,STEUBEN,0,0,0,0,0,3,2,3,6
9/22/22,SUFFOLK,1,2,0,13,12,21,29,50,36
9/22/22,SULLIVAN,0,0,0,1,0,0,0,1,0
9/22/22,TOMPKINS,0,0,1,3,1,0,1,0,2
9/22/22,ULSTER,0,0,0,0,0,0,2,1,3
9/22/22,WARREN,0,0,0,0,3,5,2,2,6
9/22/22,WAYNE,0,0,0,0,0,0,3,1,1
9/22/22,WESTCHESTER,3,0,1,17,8,12,21,29,19
9/22/22,WYOMING,0,0,0,0,0,0,0,0,0
9/22/22,YATES,0,0,0,0,0,0,0,0,1
9/23/22,ALBANY,1,1,3,13,2,9,14,10,13
9/23/22,ALLEGANY,0,0,0,1,2,2,0,2,0
9/23/22,BRONX,0,1,3,24,10,19,24,23,13
9/23/22,BROOME,0,0,0,3,2,8,5,18,10
9/23/22,CATTARAUGUS,0,0,0,1,1,1,2,3,3
9/23/22,CAYUGA,0,0,0,1,0,1,2,0,0
9/23/22,CHAUTAUQUA,0,0,0,0,0,0,3,4,0
9/23/22,CHEMUNG,0,0,0,0,1,3,3,1,3
9/23/22,CHENANGO,0,0,0,0,0,0,1,2,0
9/23/22,CLINTON,0,0,0,1,4,2,3,6,9
9/23/22,COLUMBIA,0,0,0,0,1,2,2,1,0
9/23/22,CORTLAND,0,0,1,0,0,0,3,2,1
9/23/22,DELAWARE,0,0,0,0,0,0,0,1,0
9/23/22,DUTCHESS,1,1,0,5,1,9,12,11,9
9/23/22,ERIE,0,2,4,10,12,14,17,14,17
9/23/22,ESSEX,0,0,0,0,0,0,0,0,0
9/23/22,FRANKLIN,0,0,1,0,1,1,1,1,1
9/23/22,FULTON,0,0,0,0,0,1,0,3,0
9/23/22,GENESEE,0,0,0,1,1,1,2,3,2
9/23/22,HERKIMER,0,0,0,0,0,1,0,0,1
9/23/22,JEFFERSON,0,0,0,0,2,0,1,5,3
9/23/22,KINGS,2,0,2,30,14,25,30,46,39
9/23/22,LEWIS,0,0,0,0,0,0,1,1,1
9/23/22,LIVINGSTON,0,0,0,1,1,0,0,1,2
9/23/22,MADISON,0,0,0,0,1,0,1,0,0
9/23/22,MONROE,0,1,3,17,8,29,42,40,28
9/23/22,MONTGOMERY,0,0,0,1,0,0,1,3,1
9/23/22,NASSAU,2,2,2,17,15,22,52,58,62
9/23/22,NEW YORK,2,2,12,38,19,56,47,56,29
9/23/22,NIAGARA,0,0,0,1,0,0,2,3,2
9/23/22,ONEIDA,0,0,1,5,1,4,5,6,7
9/23/22,ONONDAGA,1,0,3,11,5,12,10,15,16
9/23/22,ONTARIO,0,0,0,0,2,4,2,1,2
9/23/22,ORANGE,1,0,3,3,4,10,17,15,6
9/23/22,ORLEANS,0,0,0,0,1,0,1,0,0
9/23/22,OSWEGO,0,0,0,0,0,1,2,0,0
9/23/22,OTSEGO,0,0,0,0,1,0,4,4,1
9/23/22,PUTNAM,0,0,0,0,0,1,0,1,1
9/23/22,QUEENS,1,3,5,21,10,27,33,49,41
9/23/22,RENSSELAER,0,0,0,0,1,1,1,4,2
9/23/22,RICHMOND,0,1,0,8,6,9,15,11,12
9/23/22,ROCKLAND,0,0,0,1,1,2,4,6,6
9/23/22,SARATOGA,0,0,0,0,0,0,3,4,1
9/23/22,SCHENECTADY,0,0,0,1,0,2,4,3,3
9/23/22,SCHOHARIE,0,0,0,0,0,0,0,1,0
9/23/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/23/22,ST.LAWRENCE,0,0,0,1,0,0,0,4,0
9/23/22,STEUBEN,0,0,0,0,0,3,2,2,4
9/23/22,SUFFOLK,1,1,2,13,10,22,33,51,36
9/23/22,SULLIVAN,0,0,0,0,0,0,2,1,0
9/23/22,TOMPKINS,0,0,0,1,1,0,0,2,2
9/23/22,ULSTER,0,0,0,0,0,1,2,1,3
9/23/22,WARREN,0,0,0,1,1,4,2,1,4
9/23/22,WAYNE,0,0,0,1,0,0,3,0,2
9/23/22,WESTCHESTER,3,0,4,16,7,11,21,31,23
9/23/22,WYOMING,0,0,0,0,0,0,0,0,0
9/23/22,YATES,0,0,0,0,0,0,0,0,1
9/26/22,ALBANY,1,1,4,10,4,7,17,15,12
9/26/22,ALLEGANY,0,0,0,0,1,1,1,1,0
9/26/22,BRONX,3,1,4,21,11,14,33,23,20
9/26/22,BROOME,0,0,0,3,2,9,8,22,14
9/26/22,CATTARAUGUS,0,0,0,1,1,1,4,5,3
9/26/22,CAYUGA,0,0,0,0,0,0,4,2,1
9/26/22,CHAUTAUQUA,0,0,0,0,0,1,4,3,0
9/26/22,CHEMUNG,0,0,0,0,0,3,2,1,3
9/26/22,CHENANGO,0,0,0,0,0,0,0,1,0
9/26/22,CLINTON,0,0,0,0,3,3,5,7,8
9/26/22,COLUMBIA,0,0,0,2,1,2,2,1,0
9/26/22,CORTLAND,0,0,1,0,0,1,1,1,1
9/26/22,DELAWARE,0,0,0,0,0,0,0,0,1
9/26/22,DUTCHESS,2,1,0,3,0,5,7,11,9
9/26/22,ERIE,2,2,4,14,11,16,22,14,26
9/26/22,ESSEX,0,0,0,0,0,0,0,0,0
9/26/22,FRANKLIN,0,0,2,0,1,0,3,1,3
9/26/22,FULTON,0,0,0,0,0,2,1,4,0
9/26/22,GENESEE,0,0,0,1,1,2,1,5,1
9/26/22,HERKIMER,0,0,0,1,0,0,0,0,0
9/26/22,JEFFERSON,0,1,0,1,1,1,1,2,3
9/26/22,KINGS,1,1,2,19,19,24,27,49,40
9/26/22,LEWIS,0,0,0,0,0,0,1,1,1
9/26/22,LIVINGSTON,0,0,0,0,1,1,0,1,2
9/26/22,MADISON,0,0,0,1,0,0,1,0,0
9/26/22,MONROE,0,1,5,21,13,25,46,39,26
9/26/22,MONTGOMERY,0,0,0,0,0,0,4,3,2
9/26/22,NASSAU,0,0,2,17,14,24,51,63,61
9/26/22,NEW YORK,3,3,5,45,20,54,56,53,33
9/26/22,NIAGARA,0,0,0,2,0,1,0,2,1
9/26/22,ONEIDA,0,0,0,4,1,5,8,10,10
9/26/22,ONONDAGA,1,1,1,7,7,6,14,20,18
9/26/22,ONTARIO,0,0,0,1,2,1,1,2,2
9/26/22,ORANGE,0,0,2,3,6,12,20,12,9
9/26/22,ORLEANS,0,0,0,0,0,0,0,0,0
9/26/22,OSWEGO,0,0,0,0,0,0,2,0,0
9/26/22,OTSEGO,0,0,0,1,1,1,3,3,0
9/26/22,PUTNAM,0,0,0,0,0,0,1,0,1
9/26/22,QUEENS,0,0,7,21,9,29,34,48,45
9/26/22,RENSSELAER,0,0,0,0,2,2,2,8,2
9/26/22,RICHMOND,1,2,0,8,5,7,11,14,11
9/26/22,ROCKLAND,0,0,0,5,2,5,6,4,5
9/26/22,SARATOGA,0,0,0,1,1,0,4,3,0
9/26/22,SCHENECTADY,0,0,0,1,0,0,6,2,1
9/26/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/26/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/26/22,ST.LAWRENCE,0,0,0,1,0,1,1,5,0
9/26/22,STEUBEN,0,0,0,1,0,2,1,1,4
9/26/22,SUFFOLK,1,1,2,20,11,22,32,46,37
9/26/22,SULLIVAN,0,0,0,1,1,0,0,0,0
9/26/22,TOMPKINS,0,0,0,1,1,0,0,0,2
9/26/22,ULSTER,0,0,0,0,0,2,2,1,5
9/26/22,WARREN,0,0,0,3,1,4,3,3,6
9/26/22,WAYNE,0,0,0,1,0,1,2,1,1
9/26/22,WESTCHESTER,1,0,3,9,5,13,21,31,26
9/26/22,WYOMING,0,0,0,1,0,0,0,0,0
9/26/22,YATES,0,0,0,0,0,1,0,0,1
9/27/22,ALBANY,0,1,1,11,3,8,12,12,12
9/27/22,ALLEGANY,0,0,0,0,1,0,0,1,0
9/27/22,BRONX,3,1,3,27,12,16,26,21,17
9/27/22,BROOME,0,0,0,2,2,7,9,18,14
9/27/22,CATTARAUGUS,0,0,0,0,1,1,5,4,2
9/27/22,CAYUGA,0,0,0,2,0,0,2,2,2
9/27/22,CHAUTAUQUA,0,0,0,0,0,1,3,4,0
9/27/22,CHEMUNG,0,0,0,0,0,4,1,0,2
9/27/22,CHENANGO,0,0,0,0,0,0,0,2,0
9/27/22,CLINTON,0,0,0,0,2,3,5,7,8
9/27/22,COLUMBIA,0,0,0,2,1,1,3,1,0
9/27/22,CORTLAND,0,0,0,0,0,2,3,1,2
9/27/22,DELAWARE,0,0,0,0,0,0,0,0,1
9/27/22,DUTCHESS,1,1,0,3,2,3,7,11,9
9/27/22,ERIE,0,2,2,10,9,13,18,15,26
9/27/22,ESSEX,0,0,0,0,0,0,0,0,0
9/27/22,FRANKLIN,0,0,1,0,1,0,3,0,3
9/27/22,FULTON,0,0,0,0,0,2,0,3,1
9/27/22,GENESEE,0,0,0,2,1,2,0,5,1
9/27/22,HERKIMER,0,0,0,1,0,0,0,1,0
9/27/22,JEFFERSON,1,0,0,2,1,1,1,4,4
9/27/22,KINGS,1,2,4,24,17,29,28,46,41
9/27/22,LEWIS,0,0,0,1,0,0,1,0,1
9/27/22,LIVINGSTON,0,0,0,0,1,1,0,1,2
9/27/22,MADISON,0,0,0,1,0,0,0,0,1
9/27/22,MONROE,2,1,5,20,9,26,43,34,30
9/27/22,MONTGOMERY,0,0,0,1,0,0,3,1,2
9/27/22,NASSAU,0,0,2,15,13,27,50,59,65
9/27/22,NEW YORK,5,3,6,47,23,44,57,49,36
9/27/22,NIAGARA,0,0,0,2,0,1,1,1,2
9/27/22,ONEIDA,0,0,0,4,1,5,9,11,9
9/27/22,ONONDAGA,1,0,1,9,6,6,13,24,20
9/27/22,ONTARIO,0,0,0,2,1,1,1,4,4
9/27/22,ORANGE,0,0,0,3,5,13,14,14,10
9/27/22,ORLEANS,0,0,0,0,0,0,0,0,0
9/27/22,OSWEGO,0,0,0,1,0,0,1,0,0
9/27/22,OTSEGO,0,0,0,0,1,1,3,3,1
9/27/22,PUTNAM,0,0,0,0,0,0,1,0,1
9/27/22,QUEENS,0,1,5,25,10,31,37,48,43
9/27/22,RENSSELAER,0,0,1,0,2,0,1,7,3
9/27/22,RICHMOND,1,2,0,7,6,8,16,12,11
9/27/22,ROCKLAND,0,0,0,5,1,5,8,5,6
9/27/22,SARATOGA,0,0,0,0,1,0,3,2,1
9/27/22,SCHENECTADY,0,0,0,0,1,1,4,4,6
9/27/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/27/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/27/22,ST.LAWRENCE,0,0,0,2,0,2,3,6,0
9/27/22,STEUBEN,0,0,0,0,0,0,0,0,5
9/27/22,SUFFOLK,1,0,1,19,17,22,34,48,42
9/27/22,SULLIVAN,0,0,0,1,1,0,0,0,0
9/27/22,TOMPKINS,0,0,0,1,0,0,0,2,0
9/27/22,ULSTER,0,0,0,0,1,2,4,2,5
9/27/22,WARREN,0,0,0,1,2,3,3,3,7
9/27/22,WAYNE,0,0,0,2,0,0,0,2,1
9/27/22,WESTCHESTER,1,1,4,9,7,12,18,33,28
9/27/22,WYOMING,0,0,0,1,0,1,0,0,0
9/27/22,YATES,0,0,0,0,0,1,0,0,1
9/28/22,ALBANY,1,1,1,12,3,7,11,14,13
9/28/22,ALLEGANY,0,0,0,0,2,0,0,1,0
9/28/22,BRONX,2,2,3,32,8,17,29,19,15
9/28/22,BROOME,0,0,0,3,2,9,8,15,18
9/28/22,CATTARAUGUS,0,0,0,1,0,1,3,3,1
9/28/22,CAYUGA,0,0,0,2,1,0,2,1,5
9/28/22,CHAUTAUQUA,0,0,0,0,0,1,2,4,0
9/28/22,CHEMUNG,0,0,0,0,0,3,2,0,2
9/28/22,CHENANGO,0,0,0,0,0,0,0,1,1
9/28/22,CLINTON,0,0,0,0,2,3,5,7,7
9/28/22,COLUMBIA,0,0,0,2,1,2,3,1,0
9/28/22,CORTLAND,0,0,0,0,0,2,3,1,1
9/28/22,DELAWARE,0,0,0,0,0,0,0,0,1
9/28/22,DUTCHESS,1,1,0,4,3,3,6,10,9
9/28/22,ERIE,1,1,1,9,7,16,17,11,27
9/28/22,ESSEX,0,0,0,0,0,0,0,0,0
9/28/22,FRANKLIN,0,0,0,0,0,0,2,0,4
9/28/22,FULTON,0,0,0,0,0,3,0,3,2
9/28/22,GENESEE,0,0,0,2,0,2,0,5,2
9/28/22,HERKIMER,0,0,0,0,0,0,0,1,0
9/28/22,JEFFERSON,0,0,0,4,1,1,1,4,3
9/28/22,KINGS,1,1,4,23,16,27,35,40,44
9/28/22,LEWIS,0,0,0,1,0,0,1,0,1
9/28/22,LIVINGSTON,0,0,0,0,1,1,0,0,2
9/28/22,MADISON,0,0,0,1,0,0,0,0,0
9/28/22,MONROE,2,1,4,21,10,25,49,37,28
9/28/22,MONTGOMERY,0,0,0,1,0,0,4,2,2
9/28/22,NASSAU,1,0,3,16,13,31,47,50,69
9/28/22,NEW YORK,4,2,4,46,25,40,57,54,31
9/28/22,NIAGARA,0,0,0,1,0,1,3,1,2
9/28/22,ONEIDA,0,0,0,5,1,4,10,9,8
9/28/22,ONONDAGA,1,1,1,7,6,9,17,24,18
9/28/22,ONTARIO,0,0,0,1,0,2,2,6,4
9/28/22,ORANGE,0,0,1,6,6,9,13,14,7
9/28/22,ORLEANS,0,0,0,0,0,0,0,0,1
9/28/22,OSWEGO,0,0,0,1,0,1,1,0,0
9/28/22,OTSEGO,0,0,0,0,1,2,3,3,2
9/28/22,PUTNAM,0,0,0,0,0,0,1,0,1
9/28/22,QUEENS,1,0,6,24,10,33,36,45,39
9/28/22,RENSSELAER,0,0,1,1,3,0,0,5,2
9/28/22,RICHMOND,2,3,1,8,7,8,15,13,10
9/28/22,ROCKLAND,0,0,0,5,1,4,7,5,5
9/28/22,SARATOGA,0,0,0,0,0,0,1,2,1
9/28/22,SCHENECTADY,0,0,0,0,0,2,4,5,5
9/28/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/28/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/28/22,ST.LAWRENCE,0,0,0,2,0,2,2,2,0
9/28/22,STEUBEN,0,0,0,0,0,0,0,0,3
9/28/22,SUFFOLK,1,0,2,21,15,23,36,48,36
9/28/22,SULLIVAN,0,0,0,1,0,1,0,0,0
9/28/22,TOMPKINS,0,0,0,1,1,0,0,1,0
9/28/22,ULSTER,0,0,0,0,1,3,4,2,5
9/28/22,WARREN,0,0,0,1,1,3,2,4,7
9/28/22,WAYNE,0,0,0,0,0,0,0,4,1
9/28/22,WESTCHESTER,1,2,5,8,10,8,17,38,29
9/28/22,WYOMING,0,0,0,2,0,1,0,1,0
9/28/22,YATES,0,0,0,0,0,0,0,0,1
9/29/22,ALBANY,2,0,2,11,6,7,11,15,13
9/29/22,ALLEGANY,0,0,0,0,2,0,0,1,0
9/29/22,BRONX,0,1,3,25,12,21,29,21,15
9/29/22,BROOME,0,0,0,3,3,7,8,13,15
9/29/22,CATTARAUGUS,0,0,0,1,0,0,3,5,1
9/29/22,CAYUGA,0,0,0,0,1,0,2,2,5
9/29/22,CHAUTAUQUA,0,0,0,0,0,2,2,3,1
9/29/22,CHEMUNG,0,0,0,0,1,5,2,1,4
9/29/22,CHENANGO,0,0,0,0,0,1,0,1,1
9/29/22,CLINTON,0,0,0,1,3,3,2,7,6
9/29/22,COLUMBIA,0,0,1,2,1,2,2,0,0
9/29/22,CORTLAND,0,0,0,0,0,0,3,1,2
9/29/22,DELAWARE,0,0,0,0,0,0,0,0,1
9/29/22,DUTCHESS,1,1,0,4,3,3,7,7,8
9/29/22,ERIE,2,1,2,13,6,13,17,9,26
9/29/22,ESSEX,0,0,0,0,0,0,0,1,0
9/29/22,FRANKLIN,0,0,0,1,0,2,2,0,3
9/29/22,FULTON,0,0,0,0,0,1,1,5,2
9/29/22,GENESEE,0,0,0,1,0,1,0,5,0
9/29/22,HERKIMER,0,0,0,0,0,0,0,0,1
9/29/22,JEFFERSON,0,0,0,2,1,2,2,5,2
9/29/22,KINGS,0,0,2,29,16,29,36,45,40
9/29/22,LEWIS,0,0,0,0,0,0,0,0,0
9/29/22,LIVINGSTON,0,0,0,0,1,1,0,0,2
9/29/22,MADISON,0,0,0,0,1,0,0,1,0
9/29/22,MONROE,0,4,2,24,11,26,46,41,31
9/29/22,MONTGOMERY,0,0,0,0,0,0,3,3,1
9/29/22,NASSAU,1,0,3,16,10,31,45,55,74
9/29/22,NEW YORK,1,1,5,47,24,41,54,50,32
9/29/22,NIAGARA,0,0,0,1,0,0,3,1,2
9/29/22,ONEIDA,0,0,0,7,1,3,9,11,9
9/29/22,ONONDAGA,1,1,4,5,6,9,17,23,19
9/29/22,ONTARIO,0,0,0,2,1,3,4,7,4
9/29/22,ORANGE,0,0,3,8,3,10,16,14,8
9/29/22,ORLEANS,0,0,0,0,0,0,0,0,1
9/29/22,OSWEGO,0,0,0,0,0,1,1,0,0
9/29/22,OTSEGO,0,0,0,0,1,1,2,3,3
9/29/22,PUTNAM,0,0,0,0,0,0,1,1,1
9/29/22,QUEENS,1,0,5,28,9,34,34,48,34
9/29/22,RENSSELAER,0,0,0,0,4,0,0,4,2
9/29/22,RICHMOND,1,1,1,11,7,8,16,16,11
9/29/22,ROCKLAND,0,0,0,5,3,3,4,5,8
9/29/22,SARATOGA,0,0,0,0,0,1,1,3,1
9/29/22,SCHENECTADY,0,0,0,0,1,1,2,6,8
9/29/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/29/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/29/22,ST.LAWRENCE,0,0,0,3,1,2,3,2,0
9/29/22,STEUBEN,0,0,0,0,0,0,0,1,3
9/29/22,SUFFOLK,1,0,3,23,16,25,40,40,40
9/29/22,SULLIVAN,0,0,0,2,0,1,0,0,0
9/29/22,TOMPKINS,0,0,0,0,1,0,1,1,0
9/29/22,ULSTER,0,0,0,0,1,2,5,2,3
9/29/22,WARREN,0,0,0,0,1,3,1,3,6
9/29/22,WAYNE,0,0,0,0,0,1,1,4,1
9/29/22,WESTCHESTER,1,3,3,9,11,8,18,44,28
9/29/22,WYOMING,0,0,0,2,0,1,0,1,0
9/29/22,YATES,0,0,0,0,0,0,0,0,1
9/30/22,ALBANY,0,0,2,10,6,8,8,15,13
9/30/22,ALLEGANY,0,0,0,0,1,0,0,0,0
9/30/22,BRONX,0,1,3,21,11,16,30,17,13
9/30/22,BROOME,0,0,0,3,4,7,7,17,20
9/30/22,CATTARAUGUS,0,0,0,1,0,0,3,6,1
9/30/22,CAYUGA,0,0,0,0,1,0,2,3,5
9/30/22,CHAUTAUQUA,0,0,0,0,1,2,3,2,2
9/30/22,CHEMUNG,0,0,0,0,1,5,2,1,4
9/30/22,CHENANGO,0,0,0,0,0,1,0,1,1
9/30/22,CLINTON,0,0,0,1,3,3,3,8,5
9/30/22,COLUMBIA,0,0,1,3,1,1,1,1,0
9/30/22,CORTLAND,0,0,0,0,0,0,2,2,2
9/30/22,DELAWARE,0,0,0,0,0,0,0,0,1
9/30/22,DUTCHESS,0,1,0,5,1,7,6,7,10
9/30/22,ERIE,2,0,1,12,3,10,11,9,22
9/30/22,ESSEX,0,0,0,0,0,0,0,1,0
9/30/22,FRANKLIN,0,0,0,1,0,3,2,0,3
9/30/22,FULTON,0,0,0,0,0,2,2,5,0
9/30/22,GENESEE,0,0,0,1,0,2,0,3,0
9/30/22,HERKIMER,0,0,0,0,0,0,1,0,1
9/30/22,JEFFERSON,0,0,0,2,1,3,2,3,2
9/30/22,KINGS,0,0,3,27,13,25,36,46,42
9/30/22,LEWIS,0,0,0,0,0,0,0,0,0
9/30/22,LIVINGSTON,0,0,0,0,1,1,0,0,2
9/30/22,MADISON,0,0,0,0,1,0,0,1,1
9/30/22,MONROE,0,3,1,25,10,29,43,41,26
9/30/22,MONTGOMERY,0,0,0,1,0,0,3,3,1
9/30/22,NASSAU,0,0,2,19,9,27,46,51,71
9/30/22,NEW YORK,0,1,5,49,25,38,59,53,32
9/30/22,NIAGARA,0,0,0,1,0,0,3,1,4
9/30/22,ONEIDA,0,0,0,7,1,3,8,13,8
9/30/22,ONONDAGA,1,2,5,5,2,8,16,21,19
9/30/22,ONTARIO,0,0,0,1,1,3,2,6,5
9/30/22,ORANGE,0,0,3,7,4,9,18,13,7
9/30/22,ORLEANS,0,0,0,0,0,0,0,0,1
9/30/22,OSWEGO,0,0,0,0,0,2,0,0,0
9/30/22,OTSEGO,0,0,0,0,1,2,3,4,3
9/30/22,PUTNAM,0,0,0,0,0,0,1,1,1
9/30/22,QUEENS,2,0,4,29,13,36,32,45,36
9/30/22,RENSSELAER,0,0,0,0,4,0,0,3,1
9/30/22,RICHMOND,0,1,1,10,6,10,14,18,11
9/30/22,ROCKLAND,0,0,0,2,2,5,5,5,9
9/30/22,SARATOGA,0,0,0,0,0,2,1,3,1
9/30/22,SCHENECTADY,0,0,0,0,1,2,2,6,7
9/30/22,SCHOHARIE,0,0,0,0,0,0,0,0,0
9/30/22,SCHUYLER,0,0,0,0,0,0,0,0,0
9/30/22,ST.LAWRENCE,0,0,0,2,1,2,2,2,1
9/30/22,STEUBEN,0,0,0,0,0,1,0,1,3
9/30/22,SUFFOLK,1,0,2,23,13,23,44,41,40
9/30/22,SULLIVAN,0,0,1,1,0,1,0,0,0
9/30/22,TOMPKINS,0,1,0,0,1,0,2,1,0
9/30/22,ULSTER,0,0,0,1,0,2,6,3,3
9/30/22,WARREN,0,0,0,0,1,2,1,4,5
9/30/22,WAYNE,0,0,0,0,0,2,1,3,3
9/30/22,WESTCHESTER,0,3,4,15,8,11,21,45,27
