As of Date,Facility County,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years
10/17/21,PUTNAM,0,0,0,0,0,2,4,1,2
10/17/21,QUEENS,0,0,1,24,13,27,33,19,11
10/17/21,RENSSELAER,0,0,0,2,2,1,4,5,3
10/17/21,RICHMOND,0,0,1,1,9,6,11,13,3
10/17/21,ROCKLAND,0,0,0,5,1,4,4,4,1
10/17/21,SARATOGA,0,0,0,2,3,2,2,5,1
10/17/21,SCHENECTADY,0,0,0,4,7,4,5,2,3
10/17/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/17/21,SCHUYLER,0,0,0,0,0,0,1,0,0
10/17/21,ST.LAWRENCE,0,0,0,1,2,6,6,4,3
10/17/21,STEUBEN,0,0,1,4,4,6,7,2,0
10/17/21,SUFFOLK,0,1,1,27,24,33,24,27,25
10/17/21,SULLIVAN,0,0,0,0,0,1,0,1,0
10/17/21,TOMPKINS,0,0,2,1,1,2,0,2,0
10/17/21,ULSTER,0,0,0,0,3,0,0,1,3
10/17/21,WARREN,0,0,0,2,3,5,8,2,3
10/17/21,WAYNE,0,0,0,0,3,2,2,1,2
10/17/21,WESTCHESTER,0,0,0,6,8,12,3,11,12
10/17/21,WYOMING,0,0,0,0,1,1,2,0,0
10/17/21,YATES,0,0,0,0,0,1,0,1,0
10/18/21,ALBANY,0,1,3,9,11,15,21,13,9
10/18/21,ALLEGANY,0,0,0,1,1,0,3,5,2
10/18/21,BRONX,1,0,1,14,5,18,10,3,10
10/18/21,BROOME,1,0,0,10,9,20,24,19,20
10/18/21,CATTARAUGUS,0,0,0,3,4,5,10,10,3
10/18/21,CAYUGA,0,0,0,1,0,1,2,4,7
10/18/21,CHAUTAUQUA,0,0,0,3,2,7,4,5,4
10/18/21,CHEMUNG,0,0,0,4,4,4,12,4,3
10/18/21,CHENANGO,0,0,0,0,0,0,0,1,0
10/18/21,CLINTON,0,0,0,3,4,6,6,5,4
10/18/21,COLUMBIA,0,0,0,1,2,1,2,4,0
10/18/21,CORTLAND,0,0,0,0,1,1,0,1,2
10/18/21,DELAWARE,0,0,0,0,0,0,0,1,2
10/18/21,DUTCHESS,0,0,0,3,2,6,9,6,2
10/18/21,ERIE,1,0,2,23,16,22,27,18,16
10/18/21,ESSEX,0,0,0,0,0,0,3,0,0
10/18/21,FRANKLIN,0,0,0,0,0,5,2,3,0
10/18/21,FULTON,0,0,0,2,2,1,0,2,1
10/18/21,GENESEE,0,0,0,0,0,5,2,3,4
10/18/21,HERKIMER,0,0,0,0,1,0,1,1,2
10/18/21,JEFFERSON,0,0,0,4,3,3,6,5,4
10/18/21,KINGS,1,1,0,28,24,30,30,39,22
10/18/21,LEWIS,0,0,0,0,1,2,2,0,0
10/18/21,LIVINGSTON,0,0,0,0,0,1,3,2,0
10/18/21,MADISON,0,0,0,4,3,2,2,0,1
10/18/21,MONROE,0,0,1,20,23,38,36,32,21
10/18/21,MONTGOMERY,0,0,0,2,4,4,3,6,2
10/18/21,NASSAU,0,0,0,14,15,25,29,31,25
10/18/21,NEW YORK,1,1,3,19,19,29,32,20,15
10/18/21,NIAGARA,0,0,0,2,1,3,5,4,1
10/18/21,ONEIDA,0,0,0,4,6,12,13,11,7
10/18/21,ONONDAGA,0,1,2,17,18,20,20,19,15
10/18/21,ONTARIO,0,0,0,5,3,3,8,8,2
10/18/21,ORANGE,0,0,0,4,14,9,12,6,7
10/18/21,ORLEANS,0,0,0,0,0,1,0,1,0
10/18/21,OSWEGO,0,0,0,3,2,6,2,1,1
10/18/21,OTSEGO,0,0,0,1,0,3,2,6,3
10/18/21,PUTNAM,0,0,0,0,0,2,4,1,1
10/18/21,QUEENS,0,1,2,23,12,26,33,18,12
10/18/21,RENSSELAER,0,0,0,3,2,1,5,7,4
10/18/21,RICHMOND,0,0,1,2,9,6,13,11,3
10/18/21,ROCKLAND,0,0,0,6,1,4,3,5,1
10/18/21,SARATOGA,0,0,0,2,3,1,2,5,1
10/18/21,SCHENECTADY,0,0,0,3,2,7,5,3,4
10/18/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/18/21,SCHUYLER,0,0,0,0,1,0,1,0,0
10/18/21,ST.LAWRENCE,0,0,0,2,3,5,8,4,3
10/18/21,STEUBEN,0,0,1,1,4,6,7,4,1
10/18/21,SUFFOLK,0,1,1,30,22,32,27,30,30
10/18/21,SULLIVAN,0,0,0,0,0,1,1,2,0
10/18/21,TOMPKINS,0,0,2,2,1,2,0,2,0
10/18/21,ULSTER,0,0,0,0,3,0,0,1,3
10/18/21,WARREN,0,0,0,2,3,5,10,3,3
10/18/21,WAYNE,0,0,0,0,3,3,2,1,1
10/18/21,WESTCHESTER,0,0,0,7,8,13,3,11,12
10/18/21,WYOMING,0,0,0,0,3,0,1,0,0
10/18/21,YATES,0,0,0,0,0,0,0,1,0
10/19/21,ALBANY,1,1,1,10,11,17,21,10,7
10/19/21,ALLEGANY,0,0,0,1,0,0,3,4,2
10/19/21,BRONX,1,0,0,11,6,17,10,3,8
10/19/21,BROOME,1,0,1,5,10,19,25,17,17
10/19/21,CATTARAUGUS,0,0,0,5,3,5,8,10,4
10/19/21,CAYUGA,0,0,0,0,1,0,3,3,8
10/19/21,CHAUTAUQUA,0,0,0,2,2,8,3,5,4
10/19/21,CHEMUNG,0,0,0,3,3,7,14,4,3
10/19/21,CHENANGO,0,0,0,0,0,0,0,0,0
10/19/21,CLINTON,0,0,0,2,2,6,6,4,4
10/19/21,COLUMBIA,0,0,0,1,1,1,2,4,0
10/19/21,CORTLAND,0,0,0,1,1,2,1,1,2
10/19/21,DELAWARE,0,0,0,0,0,0,0,0,2
10/19/21,DUTCHESS,0,0,0,2,2,5,8,6,0
10/19/21,ERIE,1,0,0,22,16,20,28,16,14
10/19/21,ESSEX,0,0,0,0,0,0,3,0,0
10/19/21,FRANKLIN,0,0,0,1,0,4,2,2,1
10/19/21,FULTON,0,0,0,2,2,2,1,1,1
10/19/21,GENESEE,0,0,0,0,0,4,1,2,3
10/19/21,HERKIMER,0,0,0,0,1,0,1,1,2
10/19/21,JEFFERSON,0,0,0,3,3,2,6,4,3
10/19/21,KINGS,1,2,5,19,24,27,30,41,22
10/19/21,LEWIS,0,0,0,0,2,2,1,0,0
10/19/21,LIVINGSTON,0,0,0,1,0,1,3,2,0
10/19/21,MADISON,0,0,0,3,2,3,2,0,1
10/19/21,MONROE,0,0,1,20,24,37,38,31,20
10/19/21,MONTGOMERY,0,0,0,2,5,2,3,5,2
10/19/21,NASSAU,0,0,1,12,14,26,27,27,25
10/19/21,NEW YORK,0,2,2,16,18,29,29,20,15
10/19/21,NIAGARA,0,0,0,3,1,4,4,2,1
10/19/21,ONEIDA,0,0,0,4,8,14,12,10,6
10/19/21,ONONDAGA,0,1,3,16,16,18,20,17,14
10/19/21,ONTARIO,0,0,0,6,4,3,10,7,3
10/19/21,ORANGE,0,0,0,3,13,8,11,7,8
10/19/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/19/21,OSWEGO,0,0,0,3,1,7,2,1,1
10/19/21,OTSEGO,0,0,0,1,0,3,1,6,3
10/19/21,PUTNAM,0,0,0,0,1,1,2,1,1
10/19/21,QUEENS,0,1,2,24,10,29,34,17,14
10/19/21,RENSSELAER,0,0,0,3,2,2,6,9,5
10/19/21,RICHMOND,0,0,0,4,9,6,13,13,3
10/19/21,ROCKLAND,0,0,0,5,0,4,3,5,1
10/19/21,SARATOGA,0,0,0,1,5,2,3,7,2
10/19/21,SCHENECTADY,0,0,0,3,2,8,4,3,3
10/19/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/19/21,SCHUYLER,0,0,0,0,1,0,1,0,0
10/19/21,ST.LAWRENCE,0,0,0,1,3,6,7,4,4
10/19/21,STEUBEN,0,0,1,1,3,6,7,5,1
10/19/21,SUFFOLK,1,0,2,31,21,36,25,31,33
10/19/21,SULLIVAN,0,0,0,0,0,1,1,2,0
10/19/21,TOMPKINS,0,0,1,2,1,2,0,3,0
10/19/21,ULSTER,0,0,0,1,0,3,0,1,3
10/19/21,WARREN,0,0,0,4,1,5,7,3,2
10/19/21,WAYNE,0,0,0,2,3,3,2,1,2
10/19/21,WESTCHESTER,0,0,0,6,8,14,3,11,14
10/19/21,WYOMING,0,0,0,0,2,0,1,0,0
10/19/21,YATES,0,0,0,0,0,0,0,1,0
10/20/21,ALBANY,0,0,1,9,12,12,18,12,8
10/20/21,ALLEGANY,0,0,0,0,0,0,5,4,1
10/20/21,BRONX,1,0,0,12,5,14,10,3,9
10/20/21,BROOME,1,0,1,5,11,21,22,17,15
10/20/21,CATTARAUGUS,0,0,0,4,4,7,7,16,5
10/20/21,CAYUGA,0,0,0,0,1,0,3,4,7
10/20/21,CHAUTAUQUA,0,0,0,3,2,7,3,7,2
10/20/21,CHEMUNG,0,0,0,3,2,8,16,4,2
10/20/21,CHENANGO,0,0,0,0,0,0,0,0,0
10/20/21,CLINTON,0,0,0,2,2,6,6,4,4
10/20/21,COLUMBIA,0,0,0,1,1,0,2,4,0
10/20/21,CORTLAND,0,0,0,0,1,2,1,1,1
10/20/21,DELAWARE,0,0,0,0,0,0,1,1,3
10/20/21,DUTCHESS,0,0,0,3,2,4,7,8,0
10/20/21,ERIE,1,0,0,18,19,16,30,17,16
10/20/21,ESSEX,0,0,0,0,0,0,3,0,0
10/20/21,FRANKLIN,0,0,0,1,0,3,4,2,1
10/20/21,FULTON,0,0,1,1,3,3,1,0,1
10/20/21,GENESEE,0,0,0,0,0,6,1,2,4
10/20/21,HERKIMER,0,0,0,0,0,0,1,1,2
10/20/21,JEFFERSON,0,0,0,2,2,2,6,4,2
10/20/21,KINGS,1,1,3,18,22,26,30,35,17
10/20/21,LEWIS,0,0,0,1,2,2,1,0,0
10/20/21,LIVINGSTON,0,0,0,1,0,1,2,1,0
10/20/21,MADISON,0,0,0,3,2,5,2,0,1
10/20/21,MONROE,0,0,2,21,20,32,42,31,19
10/20/21,MONTGOMERY,0,0,0,0,5,2,2,4,1
10/20/21,NASSAU,0,0,1,12,16,24,24,24,24
10/20/21,NEW YORK,1,1,3,18,18,26,28,17,15
10/20/21,NIAGARA,0,0,0,3,1,5,5,2,1
10/20/21,ONEIDA,0,0,0,9,6,15,11,10,6
10/20/21,ONONDAGA,0,1,4,22,17,16,16,15,12
10/20/21,ONTARIO,0,0,0,5,5,3,10,7,4
10/20/21,ORANGE,0,0,2,5,13,10,9,7,4
10/20/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/20/21,OSWEGO,0,0,0,3,1,7,1,0,1
10/20/21,OTSEGO,0,0,0,1,0,3,1,5,2
10/20/21,PUTNAM,0,0,0,0,0,0,2,1,1
10/20/21,QUEENS,0,1,2,21,12,29,32,16,11
10/20/21,RENSSELAER,0,0,0,3,2,2,7,8,3
10/20/21,RICHMOND,0,0,0,3,8,4,14,11,4
10/20/21,ROCKLAND,0,0,0,4,0,3,2,5,1
10/20/21,SARATOGA,0,0,0,2,4,3,3,6,2
10/20/21,SCHENECTADY,0,0,0,4,2,7,4,1,3
10/20/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/20/21,SCHUYLER,0,0,0,0,1,0,1,0,0
10/20/21,ST.LAWRENCE,0,0,0,1,2,5,7,3,4
10/20/21,STEUBEN,0,0,1,0,4,7,6,5,1
10/20/21,SUFFOLK,0,0,3,25,25,36,26,32,30
10/20/21,SULLIVAN,0,0,1,0,0,0,1,2,0
10/20/21,TOMPKINS,0,0,1,2,2,2,0,3,0
10/20/21,ULSTER,0,0,0,1,0,3,0,1,3
10/20/21,WARREN,0,0,0,5,1,4,9,3,3
10/20/21,WAYNE,0,0,0,2,2,4,1,2,1
10/20/21,WESTCHESTER,0,0,1,6,8,11,4,10,15
10/20/21,WYOMING,0,0,0,0,1,0,1,0,0
10/20/21,YATES,0,0,0,0,0,0,0,1,0
10/21/21,ALBANY,0,0,2,11,12,9,18,15,6
10/21/21,ALLEGANY,0,0,0,0,0,0,5,4,1
10/21/21,BRONX,1,0,1,11,5,12,8,4,8
10/21/21,BROOME,1,0,1,5,11,21,21,16,12
10/21/21,CATTARAUGUS,0,0,0,3,6,7,8,17,8
10/21/21,CAYUGA,0,0,0,0,1,0,3,4,7
10/21/21,CHAUTAUQUA,0,0,0,3,2,8,3,6,2
10/21/21,CHEMUNG,0,0,0,3,2,7,13,4,3
10/21/21,CHENANGO,0,0,0,0,0,1,0,0,0
10/21/21,CLINTON,0,0,0,2,2,7,7,4,4
10/21/21,COLUMBIA,0,0,0,0,1,0,3,4,0
10/21/21,CORTLAND,0,0,0,0,1,2,3,1,1
10/21/21,DELAWARE,0,0,0,0,0,0,1,1,3
10/21/21,DUTCHESS,0,0,0,2,3,4,5,8,0
10/21/21,ERIE,1,0,0,17,16,15,31,18,16
10/21/21,ESSEX,0,0,0,0,0,0,3,0,0
10/21/21,FRANKLIN,0,0,0,0,1,3,3,1,1
10/21/21,FULTON,0,0,1,2,2,2,0,1,0
10/21/21,GENESEE,0,0,0,0,0,5,1,0,5
10/21/21,HERKIMER,0,0,0,0,0,0,1,1,2
10/21/21,JEFFERSON,0,0,0,0,2,1,8,5,1
10/21/21,KINGS,1,0,4,19,17,28,29,36,15
10/21/21,LEWIS,0,0,0,1,1,3,0,0,0
10/21/21,LIVINGSTON,0,0,0,0,0,1,3,1,0
10/21/21,MADISON,0,0,0,2,2,3,2,0,1
10/21/21,MONROE,1,0,2,25,14,35,37,32,19
10/21/21,MONTGOMERY,0,0,0,0,4,2,4,5,1
10/21/21,NASSAU,0,0,1,15,17,23,22,25,25
10/21/21,NEW YORK,0,2,2,23,18,22,31,16,15
10/21/21,NIAGARA,0,0,0,3,1,6,5,2,1
10/21/21,ONEIDA,0,0,0,10,5,16,14,10,6
10/21/21,ONONDAGA,0,1,6,22,16,17,15,14,14
10/21/21,ONTARIO,0,0,0,4,6,3,12,6,4
10/21/21,ORANGE,0,0,2,5,11,10,8,7,7
10/21/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/21/21,OSWEGO,0,0,0,2,0,9,3,0,2
10/21/21,OTSEGO,0,0,0,1,0,3,1,5,2
10/21/21,PUTNAM,0,0,0,0,0,1,2,1,1
10/21/21,QUEENS,0,0,1,13,12,26,28,16,13
10/21/21,RENSSELAER,0,0,0,3,2,1,7,6,4
10/21/21,RICHMOND,0,0,1,4,8,5,14,11,7
10/21/21,ROCKLAND,0,0,0,4,0,2,2,4,1
10/21/21,SARATOGA,0,0,0,4,4,3,3,7,2
10/21/21,SCHENECTADY,0,0,0,3,2,4,3,1,2
10/21/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/21/21,SCHUYLER,0,0,0,1,1,0,1,0,0
10/21/21,ST.LAWRENCE,0,0,1,1,2,6,7,6,4
10/21/21,STEUBEN,0,0,1,1,4,7,5,6,1
10/21/21,SUFFOLK,1,0,5,22,22,32,28,29,28
10/21/21,SULLIVAN,0,0,1,0,0,0,1,2,0
10/21/21,TOMPKINS,0,0,1,1,1,2,0,3,1
10/21/21,ULSTER,0,0,0,1,0,4,0,1,1
10/21/21,WARREN,0,0,0,5,1,4,10,2,2
10/21/21,WAYNE,0,0,0,1,2,4,1,2,2
10/21/21,WESTCHESTER,0,0,2,7,7,16,5,8,18
10/21/21,WYOMING,0,0,0,0,1,1,1,0,0
10/21/21,YATES,0,0,0,0,0,0,0,1,0
10/22/21,ALBANY,0,0,2,11,10,10,18,13,5
10/22/21,ALLEGANY,0,0,0,0,1,1,3,5,1
10/22/21,BRONX,1,1,1,12,5,11,9,4,8
10/22/21,BROOME,1,0,1,7,13,21,26,17,12
10/22/21,CATTARAUGUS,0,0,0,4,6,6,7,14,7
10/22/21,CAYUGA,0,0,0,0,1,0,4,4,7
10/22/21,CHAUTAUQUA,0,0,0,4,1,6,4,6,2
10/22/21,CHEMUNG,0,0,0,3,1,7,13,6,3
10/22/21,CHENANGO,0,0,0,0,0,1,0,0,0
10/22/21,CLINTON,0,0,0,2,2,5,6,4,6
10/22/21,COLUMBIA,0,0,0,0,1,0,4,3,0
10/22/21,CORTLAND,0,0,0,1,1,2,4,3,0
10/22/21,DELAWARE,0,0,0,0,0,0,1,1,3
10/22/21,DUTCHESS,0,0,0,3,2,3,6,6,0
10/22/21,ERIE,1,0,0,18,15,14,30,15,15
10/22/21,ESSEX,0,0,0,0,0,0,3,0,0
10/22/21,FRANKLIN,0,0,0,0,2,3,4,1,1
10/22/21,FULTON,0,0,0,1,2,2,0,1,0
10/22/21,GENESEE,0,0,0,1,1,5,1,1,7
10/22/21,HERKIMER,0,0,0,0,0,0,1,1,2
10/22/21,JEFFERSON,0,0,0,3,2,1,9,5,1
10/22/21,KINGS,1,0,0,21,20,29,29,35,12
10/22/21,LEWIS,0,0,0,1,1,4,0,0,0
10/22/21,LIVINGSTON,0,0,0,0,1,1,3,1,1
10/22/21,MADISON,0,0,0,0,1,5,2,0,2
10/22/21,MONROE,1,0,1,25,15,38,36,33,23
10/22/21,MONTGOMERY,0,0,0,0,3,4,4,6,1
10/22/21,NASSAU,0,0,0,15,18,22,25,24,23
10/22/21,NEW YORK,0,2,3,25,19,21,34,15,13
10/22/21,NIAGARA,0,0,0,2,1,5,4,2,1
10/22/21,ONEIDA,0,0,0,10,5,17,13,11,6
10/22/21,ONONDAGA,0,1,5,20,14,19,17,16,13
10/22/21,ONTARIO,0,0,0,4,5,3,11,7,3
10/22/21,ORANGE,0,0,1,5,8,8,7,8,9
10/22/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/22/21,OSWEGO,0,0,0,2,0,10,2,0,2
10/22/21,OTSEGO,0,0,0,1,1,3,2,6,2
10/22/21,PUTNAM,0,0,0,0,0,1,1,0,1
10/22/21,QUEENS,0,0,2,12,11,25,27,18,13
10/22/21,RENSSELAER,0,0,1,4,3,2,7,4,4
10/22/21,RICHMOND,0,0,1,5,8,4,11,10,7
10/22/21,ROCKLAND,0,0,0,2,0,1,1,6,0
10/22/21,SARATOGA,0,0,0,4,3,3,2,7,2
10/22/21,SCHENECTADY,0,0,0,3,2,4,3,1,3
10/22/21,SCHOHARIE,0,0,0,0,1,0,1,0,0
10/22/21,SCHUYLER,0,0,0,1,1,0,0,0,0
10/22/21,ST.LAWRENCE,0,0,1,1,3,7,6,7,4
10/22/21,STEUBEN,0,0,1,1,3,6,7,5,1
10/22/21,SUFFOLK,0,0,3,21,23,34,26,21,27
10/22/21,SULLIVAN,0,0,1,0,0,1,0,2,0
10/22/21,TOMPKINS,0,0,1,1,1,2,0,3,1
10/22/21,ULSTER,0,0,0,0,0,4,1,1,1
10/22/21,WARREN,0,0,0,4,1,5,8,2,3
10/22/21,WAYNE,0,0,0,0,1,6,1,1,1
10/22/21,WESTCHESTER,0,0,1,6,6,14,5,7,14
10/22/21,WYOMING,0,0,0,1,1,1,1,0,0
10/22/21,YATES,0,0,0,0,0,0,0,1,0
10/23/21,ALBANY,0,0,1,14,12,8,15,12,4
10/23/21,ALLEGANY,0,0,0,0,2,1,4,4,0
10/23/21,BRONX,1,1,1,10,4,11,9,5,7
10/23/21,BROOME,1,0,0,7,13,20,26,15,13
10/23/21,CATTARAUGUS,0,0,0,5,6,5,8,15,9
10/23/21,CAYUGA,0,0,0,0,1,0,2,4,6
10/23/21,CHAUTAUQUA,0,0,0,3,3,5,2,5,2
10/23/21,CHEMUNG,0,0,0,2,1,10,11,6,3
10/23/21,CHENANGO,0,0,0,0,0,3,0,0,0
10/23/21,CLINTON,0,0,0,2,2,5,6,4,6
10/23/21,COLUMBIA,0,0,0,0,1,1,2,3,0
10/23/21,CORTLAND,0,0,0,1,1,1,1,3,0
10/23/21,DELAWARE,0,0,0,0,0,0,1,1,3
10/23/21,DUTCHESS,0,0,0,3,2,3,9,6,2
10/23/21,ERIE,1,0,3,16,18,16,32,15,12
10/23/21,ESSEX,0,0,0,0,0,0,3,0,0
10/23/21,FRANKLIN,0,0,0,0,2,3,3,2,1
10/23/21,FULTON,0,0,1,0,2,1,0,0,0
10/23/21,GENESEE,0,0,0,1,1,4,2,1,7
10/23/21,HERKIMER,0,0,0,0,0,0,0,1,2
10/23/21,JEFFERSON,0,0,0,4,3,3,9,3,2
10/23/21,KINGS,1,0,0,19,16,30,28,29,11
10/23/21,LEWIS,0,0,0,1,2,2,0,0,0
10/23/21,LIVINGSTON,0,0,0,0,1,1,2,1,1
10/23/21,MADISON,0,0,0,1,1,3,3,1,2
10/23/21,MONROE,1,0,1,26,14,38,38,35,22
10/23/21,MONTGOMERY,0,0,0,0,2,6,5,6,1
10/23/21,NASSAU,0,0,0,14,16,21,27,20,26
10/23/21,NEW YORK,0,3,3,19,19,22,31,13,11
10/23/21,NIAGARA,0,0,0,2,1,5,4,3,1
10/23/21,ONEIDA,0,0,0,8,5,16,13,9,5
10/23/21,ONONDAGA,0,2,6,22,13,22,18,14,15
10/23/21,ONTARIO,0,0,0,3,5,3,9,7,3
10/23/21,ORANGE,0,0,1,4,9,6,6,7,9
10/23/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/23/21,OSWEGO,0,0,0,2,0,8,3,0,2
10/23/21,OTSEGO,0,0,0,1,1,3,2,6,3
10/23/21,PUTNAM,0,0,0,0,0,1,1,0,0
10/23/21,QUEENS,0,0,2,13,9,25,25,17,11
10/23/21,RENSSELAER,0,0,0,4,3,4,7,3,3
10/23/21,RICHMOND,0,0,1,4,7,2,10,12,7
10/23/21,ROCKLAND,0,0,0,3,0,1,5,6,1
10/23/21,SARATOGA,0,0,0,3,3,3,2,6,2
10/23/21,SCHENECTADY,0,0,0,2,3,4,3,1,3
10/23/21,SCHOHARIE,0,0,0,0,1,0,3,0,0
10/23/21,SCHUYLER,0,0,0,1,0,0,0,0,0
10/23/21,ST.LAWRENCE,0,0,0,1,3,6,7,8,3
10/23/21,STEUBEN,0,0,1,0,2,6,7,5,1
10/23/21,SUFFOLK,0,0,4,22,24,35,26,20,25
10/23/21,SULLIVAN,0,0,1,0,1,1,0,2,0
10/23/21,TOMPKINS,0,0,1,1,1,2,0,2,1
10/23/21,ULSTER,0,0,0,0,0,4,1,1,1
10/23/21,WARREN,0,0,0,4,2,6,8,4,2
10/23/21,WAYNE,0,0,0,0,1,8,1,1,1
10/23/21,WESTCHESTER,0,0,1,4,5,13,6,6,12
10/23/21,WYOMING,0,0,0,1,1,1,1,0,0
10/23/21,YATES,0,0,0,0,0,0,0,0,1
10/24/21,ALBANY,0,0,1,14,15,9,16,12,4
10/24/21,ALLEGANY,0,0,0,0,2,1,4,4,0
10/24/21,BRONX,1,1,0,11,7,11,10,5,6
10/24/21,BROOME,1,0,0,8,14,20,28,15,14
10/24/21,CATTARAUGUS,0,0,0,5,7,5,8,16,9
10/24/21,CAYUGA,0,0,0,0,0,0,2,5,6
10/24/21,CHAUTAUQUA,0,0,0,3,2,6,2,5,3
10/24/21,CHEMUNG,0,0,0,2,0,10,12,6,2
10/24/21,CHENANGO,0,0,0,0,0,3,0,0,0
10/24/21,CLINTON,0,0,0,2,2,6,6,4,6
10/24/21,COLUMBIA,0,0,0,0,1,1,2,3,0
10/24/21,CORTLAND,0,0,0,0,1,1,1,1,0
10/24/21,DELAWARE,0,0,0,0,0,0,1,1,3
10/24/21,DUTCHESS,0,0,0,2,2,5,7,8,2
10/24/21,ERIE,1,0,2,12,19,18,34,15,12
10/24/21,ESSEX,0,0,0,0,0,0,1,0,0
10/24/21,FRANKLIN,0,0,0,0,2,2,2,2,1
10/24/21,FULTON,0,0,0,0,2,2,0,0,0
10/24/21,GENESEE,0,0,0,1,1,3,1,1,7
10/24/21,HERKIMER,0,0,0,0,0,0,0,3,2
10/24/21,JEFFERSON,0,0,0,3,2,2,6,4,2
10/24/21,KINGS,1,0,1,22,16,33,32,26,12
10/24/21,LEWIS,0,0,0,1,1,2,0,0,0
10/24/21,LIVINGSTON,0,0,0,2,1,1,2,1,1
10/24/21,MADISON,0,0,0,1,1,4,5,3,2
10/24/21,MONROE,1,0,1,25,15,38,39,34,20
10/24/21,MONTGOMERY,0,0,0,0,2,6,5,6,1
10/24/21,NASSAU,0,0,0,15,16,21,25,16,24
10/24/21,NEW YORK,0,4,2,16,18,24,33,19,11
10/24/21,NIAGARA,0,0,0,2,1,5,4,2,1
10/24/21,ONEIDA,0,0,0,8,5,17,13,10,4
10/24/21,ONONDAGA,0,3,7,25,16,21,19,13,17
10/24/21,ONTARIO,0,0,0,3,5,4,8,9,2
10/24/21,ORANGE,0,0,1,5,8,5,6,7,10
10/24/21,ORLEANS,0,0,0,0,0,0,0,0,0
10/24/21,OSWEGO,0,0,0,2,0,8,3,0,2
10/24/21,OTSEGO,0,0,0,1,1,2,3,5,3
10/24/21,PUTNAM,0,0,0,0,0,1,1,0,1
10/24/21,QUEENS,0,0,2,15,9,25,28,19,10
10/24/21,RENSSELAER,0,0,0,4,3,3,7,3,3
10/24/21,RICHMOND,0,0,0,4,5,3,10,15,8
10/24/21,ROCKLAND,0,0,0,4,0,1,4,6,2
10/24/21,SARATOGA,0,0,0,3,2,2,4,6,2
10/24/21,SCHENECTADY,0,0,0,2,3,5,4,2,5
10/24/21,SCHOHARIE,0,0,0,0,1,0,3,0,0
10/24/21,SCHUYLER,0,0,0,0,0,0,0,0,0
10/24/21,ST.LAWRENCE,0,0,0,1,2,6,7,9,4
10/24/21,STEUBEN,0,0,0,1,3,7,7,5,1
10/24/21,SUFFOLK,0,0,3,18,26,31,26,23,23
10/24/21,SULLIVAN,0,0,1,0,1,1,0,2,0
10/24/21,TOMPKINS,0,0,2,1,1,2,1,2,1
10/24/21,ULSTER,0,0,0,0,0,4,2,1,1
10/24/21,WARREN,0,0,0,4,2,5,7,4,2
10/24/21,WAYNE,0,0,0,0,1,8,2,1,1
10/24/21,WESTCHESTER,0,0,1,3,4,12,7,6,10
10/24/21,WYOMING,0,0,0,1,1,1,3,1,0
10/24/21,YATES,0,0,0,0,0,0,0,0,1
10/25/21,ALBANY,0,0,1,14,17,9,19,11,4
10/25/21,ALLEGANY,0,0,0,0,2,3,5,4,1
10/25/21,BRONX,0,1,1,12,7,12,11,5,5
10/25/21,BROOME,1,0,0,8,12,20,28,14,14
10/25/21,CATTARAUGUS,0,0,0,4,6,6,8,15,7
10/25/21,CAYUGA,0,0,0,0,0,0,1,5,5
10/25/21,CHAUTAUQUA,0,0,0,2,2,7,3,3,3
10/25/21,CHEMUNG,0,0,0,1,0,9,15,6,3
10/25/21,CHENANGO,0,0,0,0,0,3,0,0,0
10/25/21,CLINTON,0,0,0,1,2,6,8,4,4
10/25/21,COLUMBIA,0,0,0,0,1,1,2,3,0
10/25/21,CORTLAND,0,0,0,0,1,2,1,1,0
10/25/21,DELAWARE,0,0,0,0,0,0,0,1,2
10/25/21,DUTCHESS,0,0,0,1,4,4,8,8,1
10/25/21,ERIE,1,0,2,12,20,19,27,17,12
10/25/21,ESSEX,0,0,0,1,0,0,1,0,0
10/25/21,FRANKLIN,0,0,0,0,3,2,3,3,0
10/25/21,FULTON,0,0,0,0,1,2,0,0,0
10/25/21,GENESEE,0,0,0,1,1,3,3,1,6
10/25/21,HERKIMER,0,0,0,0,0,0,0,3,2
10/25/21,JEFFERSON,0,0,0,2,3,3,6,4,3
10/25/21,KINGS,1,1,2,23,14,32,31,30,14
10/25/21,LEWIS,0,0,0,1,0,2,0,0,0
10/25/21,LIVINGSTON,0,0,0,2,1,2,1,1,1
10/25/21,MADISON,0,0,0,1,0,5,1,2,2
10/25/21,MONROE,1,0,3,26,16,39,39,35,21
